AI and Machine Learning,Bioinformatics,Cybersecurity,Data Sciences,Software Engineering,Robotics,Synthetic Biology,Pharmacology and pharmaceuticals,Tissue Engineering,Regenerative Medicine
,,,,Hatch S.L.(22957853600),,,,,
,,,,Usami S.(26538314600),,,,,
,,,,Kasai K.(26643019200),,,,,
,,,,Nishida A.(35311924300),,,,,
,,,,Koike S.(36961019700),,,,,
,,,,Ando S.(53063099300),,,,,
,,,,Kanata S.(55821156600),,,,,
,,,,Endo K.(57188725825),,,,,
,,,,Fujikawa S.(57190249393),,,,,
,,,,Morimoto Y.(57190253447),,,,,
,,,,Glidle A.(7003822477),,,,,
,,,,Yin H.(7403113927),,,,,
,,,,Ijaz U.(14630183300),,,,,
,,,,Song Y.(15760918300),,,,,
,,,,Huang W.(34770611600),,,,,
,,,,Wu Y.(55116267300),,,,,
,,,,Cooper J.(55154841200),,,,,
,,,,Yuan X.(55699345200),,,,,
,,,,Song Y.(57191537222),,,,,
,,,,Xu J.(57194691999),,,,,
,,,,Cusack M.(57203250221),,,,,
,,,,Atkin W.(7006346523),,,,,
,,,,Altman D.(7201380947),,,,,
,,,,Bassett P.(8725282000),,,,,
,,,,Nickerson C.(11540458600),,,,,
,,,,Wooldrage K.(14625668200),,,,,
,,,,Plumb A.A.(14834275900),,,,,
,,,,Sonkoly B.(6505667403),,,,,
,,,,Jocha D.(6506495406),,,,,
,,,,Harmatos J.(7801477125),,,,,
,,,,Bernardos C.J.(13409521900),,,,,
,,,,Martini B.(13806731600),,,,,
,,,,Toka L.(23391322500),,,,,
,,,,Vaishnavi I.(24578262500),,,,,
,,,,Ramos A.(25926656400),,,,,
,,,,Tusa F.(35106246600),,,,,
,,,,Monti P.(35240724100),,,,,
,,,,Poe W.Y.(35422814700),,,,,
,,,,Szabo R.(35590739700),,,,,
,,,,Gharbaoui M.(36165526800),,,,,
,,,,Czentye J.(55553864000),,,,,
,,,,Kim J.(56878313500),,,,,
,,,,Melián J.(57190439999),,,,,
,,,,Giuliani G.(57191154585),,,,,
,,,,Nemeth B.(57200842210),,,,,
,,,,Haja D.(57201063681),,,,,
,,,,Sgambelluria A.(57203150537),,,,,
,,,,Wood L.(7202513618),,,,,
,,,,Birtel M.D.(46060910600),,,,,
,,,,Kempa N.J.(57193407905),,,,,
,,,,Viscomi M.(6506463691),,,,,
,,,,Marcello E.(6506805983),,,,,
,,,,Pascucci T.(6701582298),,,,,
,,,,Picconi B.(6701635731),,,,,
,,,,Puglisi-Allegra S.(7005812541),,,,,
,,,,Calabresi P.(7102418853),,,,,
,,,,Molinari M.(7103134641),,,,,
,,,,Mancini M.(7201790121),,,,,
,,,,Ghiglieri V.(12784449700),,,,,
,,,,Latagliata E.(23004974600),,,,,
,,,,Pendolino V.(55335727500),,,,,
,,,,Pelucchi S.(55756016400),,,,,
,,,,Sasso V.(56403339500),,,,,
,,,,Cacace F.(56913052900),,,,,
,,,,Vannelli A.(56913093600),,,,,
,,,,Mineo D.(56913194900),,,,,
,,,,Molloy F.(6603872219),,,,,
,,,,Reilly R.(7102935766),,,,,
,,,,Hutchinson M.(7201506609),,,,,
,,,,Healy D.(7202291367),,,,,
,,,,Lynch T.(7203058121),,,,,
,,,,Walsh C.(7401952529),,,,,
,,,,Butler J.(35110895000),,,,,
,,,,Molloy A.(37114824200),,,,,
,,,,Kimmich O.(39061419100),,,,,
,,,,Edwards M.(55251354800),,,,,
,,,,Moore H.(55737422800),,,,,
,,,,O'Riordan S.(55893470600),,,,,
,,,,Byrne N.(56522684600),,,,,
,,,,Williams L.(56799634400),,,,,
,,,,Glineur D.(6602288806),,,,,
,,,,Farkouh M.E.(6701811527),,,,,
,,,,Gaudino M.F.(7005592319),,,,,
,,,,Ruel M.(7005761464),,,,,
,,,,Taggart D.P.(7102253640),,,,,
,,,,Cameron D.E.(7402888851),,,,,
,,,,Falk V.(26867592300),,,,,
,,,,Freemantle N.(57204674407),,,,,
,,,,Campion R.P.(7006036801),,,,,
,,,,Gallagher B.L.(7103203899),,,,,
,,,,Ferguson A.J.(8618231300),,,,,
,,,,Olejník K.(22234813600),,,,,
,,,,Kurebayashi H.(24071155200),,,,,
,,,,Skinner T.D.(55460289400),,,,,
,,,,Cunningham L.K.(56581395800),,,,,
,,,,Jungwirth T.(57217795083),,,,,
,,,,Aristovich K.(26040428500),,,,,
,,,,Tarotin I.(56664384600),,,,,
,,,,Holder D.(57205935474),,,,,
,,,,Shluger A.(7007118546),,,,,
,,,,Gaberle J.(57148416100),,,,,
,,,,Mindell J.S.(7005836049),,,,,
,,,,Scholes S.(35363010600),,,,,
,,,,Fat L.N.(55208167800),,,,,
,,,,Badjie O.(57205667571),,,,,
,,,,Cham B.(57205673381),,,,,
,,,,Willmott K.R.(6602649782),,,,,
,,,,Lamas G.(7006432473),,,,,
,,,,Freitas A.V.L.(7102314294),,,,,
,,,,Mallet J.(7202284097),,,,,
,,,,Elias M.(7202700383),,,,,
,,,,Arias C.F.(8283927900),,,,,
,,,,De-Silva D.L.(35755569800),,,,,
,,,,Piron-Prunier F.(55212245900),,,,,
,,,,Chazot N.(55964551300),,,,,
,,,,ffrench-Constant C.(7006176905),,,,,
,,,,Swire M.(55647411500),,,,,
,,,,Bechler M.(56154954700),,,,,
,,,,Sisodiya S.(7005111176),,,,,
,,,,Ilić M.(57204943508),,,,,
,,,,Feenstra D.(50161267200),,,,,
,,,,Bales D.(55329603200),,,,,
,,,,Luyten P.(57203069499),,,,,
,,,,Morales R.(54965530400),,,,,
,,,,Di Matteo T.(57190392609),,,,,
,,,,Hawkes S.(7005237779),,,,,
,,,,Buse K.(35899779000),,,,,
,,,,Monnet X.(6602900721),,,,,
,,,,Asfar P.(6701632032),,,,,
,,,,Vieillard-Baron A.(7003457488),,,,,
,,,,Scheeren T.W.L.(7003704473),,,,,
,,,,Squara P.(7003941780),,,,,
,,,,Boerma E.C.(7004671761),,,,,
,,,,Pearse R.(7005083648),,,,,
,,,,Teboul J.L.(7005881076),,,,,
,,,,Payen D.(7006023756),,,,,
,,,,De Backer D.(7006229372),,,,,
,,,,Annane D.(7006490729),,,,,
,,,,Dubin A.(7102528095),,,,,
,,,,Hernández G.(7102573248),,,,,
,,,,Morelli A.(7102697349),,,,,
,,,,Singer M.(7401654716),,,,,
,,,,Vincent J.L.(7403122266),,,,,
,,,,Sakr Y.(7801690639),,,,,
,,,,Leone M.(9733347700),,,,,
,,,,Saugel B.(14021820800),,,,,
,,,,Cecconi M.(16505953800),,,,,
,,,,Hamzaoui O.(23477315000),,,,,
,,,,Vistisen S.T.(26424097100),,,,,
,,,,Levy B.(26643070800),,,,,
,,,,Dünser M.W.(35482754200),,,,,
,,,,van der Horst I.C.C.(55404965800),,,,,
,,,,Reuter D.(55488986000),,,,,
,,,,Bakker J.(55546252100),,,,,
,,,,Vignon P.(55660342400),,,,,
,,,,Radermacher P.(56040871400),,,,,
,,,,Pinsky M.R.(56536139600),,,,,
,,,,Duranteau J.(57194929745),,,,,
,,,,Gordon A.C.(57206874913),,,,,
,,,,Mebazaa A.(57210091243),,,,,
,,,,Martin C.(57212178593),,,,,
,,,,Killaspy H.T.(6602601081),,,,,
,,,,Joyce E.M.(7006398244),,,,,
,,,,Roiser J.P.(8501341500),,,,,
,,,,Harrison I.(23090615200),,,,,
,,,,Khalifeh H.(26321679000),,,,,
,,,,Ali S.(57189353797),,,,,
,,,,Abboud R.(57197063293),,,,,
,,,,Britton A.(20133865900),,,,,
,,,,Bell S.(55621388300),,,,,
,,,,Duncan J.S.(7401893026),,,,,
,,,,Sidhu M.K.(55558952000),,,,,
,,,,Sander J.W.(57188659835),,,,,
,,,,Mallick B.(7007042482),,,,,
,,,,Jin B.(8268296700),,,,,
,,,,Efendiev Y.(12039192600),,,,,
,,,,Guha N.(55558876200),,,,,
,,,,Wu X.(56829716700),,,,,
,,,,Banerjee A.(8558971000),,,,,
,,,,Nanevski A.(15047125400),,,,,
,,,,Sergey I.(35114020100),,,,,
,,,,Doel P.(6506833394),,,,,
,,,,Kuropatkin N.(6602072466),,,,,
,,,,Menanteau F.(6602549733),,,,,
,,,,Rykoff E.S.(6602580207),,,,,
,,,,Bridle S.L.(6603955634),,,,,
,,,,Fosalba P.(6701688696),,,,,
,,,,Dodelson S.(7003406767),,,,,
,,,,Huterer D.(7003924179),,,,,
,,,,Allam S.(7004065320),,,,,
,,,,Refregier A.(7004336793),,,,,
,,,,Castander F.J.(7004614794),,,,,
,,,,Sheldon E.(7004644001),,,,,
,,,,Gruendl R.A.(7004889724),,,,,
,,,,Abbott T.M.C.(7005207510),,,,,
,,,,Romer A.K.(7005376181),,,,,
,,,,Annis J.(7005780059),,,,,
,,,,Kuehn K.(7005886779),,,,,
,,,,Wechsler R.H.(7007139687),,,,,
,,,,da Costa L.N.(7102396569),,,,,
,,,,James D.J.(7401733959),,,,,
,,,,Sanchez E.(7403362701),,,,,
,,,,Brooks D.(7403482947),,,,,
,,,,Lima M.(8870210400),,,,,
,,,,Dietrich J.P.(8976319800),,,,,
,,,,Soares-Santos M.(12144425800),,,,,
,,,,Jarvis M.(12763070500),,,,,
,,,,Crocce M.(12782079400),,,,,
,,,,Sevilla-Noarbe I.(14042675100),,,,,
,,,,Huff E.M.(14063437600),,,,,
,,,,Amara A.(14629998500),,,,,
,,,,Eifler T.F.(14631809200),,,,,
,,,,Marshall J.L.(14634210200),,,,,
,,,,Krause E.(15127531100),,,,,
,,,,Swanson M.E.C.(15128249100),,,,,
,,,,Cunha C.E.(22834467400),,,,,
,,,,Melchior P.(24074819700),,,,,
,,,,Chang C.(25225063500),,,,,
,,,,Zuntz J.(25936998300),,,,,
,,,,Plazas A.A.(26644249600),,,,,
,,,,Honscheid K.(34768542300),,,,,
,,,,Diehl H.T.(34874844600),,,,,
,,,,Gutierrez G.(34875096500),,,,,
,,,,Flaugher B.(35227152800),,,,,
,,,,Gerdes D.W.(35227243900),,,,,
,,,,Scarpine V.(35228012100),,,,,
,,,,Evrard A.E.(35271709000),,,,,
,,,,Aleksić J.(35558085200),,,,,
,,,,Benoit-Lévy A.(36348152500),,,,,
,,,,Gruen D.(36615345400),,,,,
,,,,Vikram V.(36669634300),,,,,
,,,,Miquel R.(55107853700),,,,,
,,,,Thomas D.(55532216000),,,,,
,,,,Burke D.L.(55546853400),,,,,
,,,,Suchyta E.(55553326800),,,,,
,,,,Carrasco Kind M.(55757277000),,,,,
,,,,Tarle G.(55977053700),,,,,
,,,,MacCrann N.(56024414400),,,,,
,,,,Desai S.(56506326400),,,,,
,,,,Bruderer C.(56513926300),,,,,
,,,,Carnero Rosell A.(56678644300),,,,,
,,,,Kacprzak T.(56782400100),,,,,
,,,,Goldstein D.A.(56816283400),,,,,
,,,,Carretero J.(57193414472),,,,,
,,,,Armstrong R.(57198076426),,,,,
,,,,Piepoli A.(6603379471),,,,,
,,,,Vinciguerra M.(6603555514),,,,,
,,,,Mazzoccoli G.(6603848797),,,,,
,,,,De Bonis A.(6603926081),,,,,
,,,,Andriulli A.(7005487731),,,,,
,,,,Pazienza V.(12795672600),,,,,
,,,,Lombardi L.(23397097300),,,,,
,,,,Di Sebastiano P.(35333796700),,,,,
,,,,Di Mola F.(35548102300),,,,,
,,,,Fontana A.(35573405800),,,,,
,,,,Tavano F.(36549257100),,,,,
,,,,Burbaci F.(55318852100),,,,,
,,,,Panebianco C.(55701193500),,,,,
,,,,Saracino C.(56125538700),,,,,
,,,,Rubino R.(56435837100),,,,,
,,,,Giuliani F.(56522624000),,,,,
,,,,Fracavilla M.(56623045800),,,,,
,,,,Cox A.(23391770800),,,,,
,,,,Iacovides I.(55203936600),,,,,
,,,,Carmalt C.(7003437916),,,,,
,,,,Crick C.(26028240500),,,,,
,,,,Song J.(37077947000),,,,,
,,,,Sathasivam S.(37081732100),,,,,
,,,,Parkin I.(56217400400),,,,,
,,,,Lu Y.(57206597914),,,,,
,,,,Eves N.D.(6505846608),,,,,
,,,,Restrepo M.I.(7003493777),,,,,
,,,,Piper A.(7006309066),,,,,
,,,,Song Y.(7404920196),,,,,
,,,,Maher T.M.(56799189700),,,,,
,,,,Hebden J.(7004407749),,,,,
,,,,Arridge S.(7005759823),,,,,
,,,,Powell S.(7201575253),,,,,
,,,,Papadimitriou K.(55357565700),,,,,
,,,,Sokal A.(7003946479),,,,,
,,,,Royle G.(7005472284),,,,,
,,,,Bendtsen P.(7003750461),,,,,
,,,,McCambridge J.(7004094016),,,,,
,,,,Karlsson N.(21735076100),,,,,
,,,,White I.R.(35235524000),,,,,
,,,,Bendtsen M.(55302956400),,,,,
,,,,Štimac D.(7004689808),,,,,
,,,,Davidson B.R.(7402965763),,,,,
,,,,Gurusamy K.S.(16301178800),,,,,
,,,,Poropat G.(27067895100),,,,,
,,,,Giljaca V.(35221429400),,,,,
,,,,Higgie D.(36617315800),,,,,
,,,,Takwoingi Y.(57205105485),,,,,
,,,,Attenkofer K.(6602496053),,,,,
,,,,Senanayake S.D.(7004008811),,,,,
,,,,Idriss H.(7006768868),,,,,
,,,,Xu W.(24825901500),,,,,
,,,,Su D.(55154198900),,,,,
,,,,Liu Z.(55681680000),,,,,
,,,,Lin L.(56327968800),,,,,
,,,,Rui N.(56913247100),,,,,
,,,,Cen J.(56956543000),,,,,
,,,,Betancourt L.E.(56985706700),,,,,
,,,,Rodriguez J.A.(57202148623),,,,,
,,,,Zhang F.(57202400547),,,,,
,,,,Li X.(57202777007),,,,,
,,,,Durant S.(7003589897),,,,,
,,,,Pettorelli N.(8536629700),,,,,
,,,,Hilborn A.(26023292400),,,,,
,,,,Duncan C.(55532013600),,,,,
,,,,Rosales R.(7004530681),,,,,
,,,,Bhatia K.(25958636400),,,,,
,,,,Kanovsky P.(55865436500),,,,,
,,,,Gutiérrez-Santos S.(6505667636),,,,,
,,,,Mavrikis M.(25651815200),,,,,
,,,,Loibl K.(55762913100),,,,,
,,,,Grawemeyer B.(55930232100),,,,,
,,,,Hansen A.(56333468200),,,,,
,,,,Holmes W.(56720856800),,,,,
,,,,Kinsler V.A.(6506836269),,,,,
,,,,Polubothu S.(26635668500),,,,,
,,,,Muntoni F.(7102038246),,,,,
,,,,Zhou H.(55716808400),,,,,
,,,,Falzarano M.S.(56028020900),,,,,
,,,,Ferlini A.(56942300000),,,,,
,,,,Sardone V.(57221297426),,,,,
,,,,Pelczar P.(6603309204),,,,,
,,,,Zorzato F.(7004304926),,,,,
,,,,Treves S.(7102662976),,,,,
,,,,Boncompagni S.(22952943000),,,,,
,,,,Eckhardt J.(57190306088),,,,,
,,,,Ruiz A.(57201114611),,,,,
,,,,Elbaz M.(57217419361),,,,,
,,,,Truska P.(6507290776),,,,,
,,,,Crucitti T.(6602620935),,,,,
,,,,Unemo M.(6603142252),,,,,
,,,,Stefanelli P.(6603668641),,,,,
,,,,Borrego M.J.(6603816400),,,,,
,,,,Templeton K.(6701845857),,,,,
,,,,Tzelepi E.(7003780940),,,,,
,,,,Suligoi B.(7004834456),,,,,
,,,,Woodford N.(7005737009),,,,,
,,,,Crowley B.(7005784490),,,,,
,,,,Azevedo J.(7101722228),,,,,
,,,,Jacobsson S.(7102230428),,,,,
,,,,Hoffmann S.(7202629811),,,,,
,,,,Vazquez J.(7401760793),,,,,
,,,,Cole M.J.(7401806224),,,,,
,,,,Epstein J.(7401891675),,,,,
,,,,Hughes G.(7402326764),,,,,
,,,,Bremer V.(10040914600),,,,,
,,,,Konte V.(12777002400),,,,,
,,,,Hauksdóttir G.S.(12780636000),,,,,
,,,,Kløvstad H.(13907412200),,,,,
,,,,Cowan S.(14010436500),,,,,
,,,,Irvine N.(14015825400),,,,,
,,,,Indra A.(14045425400),,,,,
,,,,Hunjak B.(18134263300),,,,,
,,,,Jeverica S.(20334382000),,,,,
,,,,Spiteri G.(23474993800),,,,,
,,,,Barbara C.(23487890800),,,,,
,,,,Velicko I.(23976961600),,,,,
,,,,Pieridou D.(24484829400),,,,,
,,,,Balla E.(25227445900),,,,,
,,,,Amato-Gauci A.J.(25623052300),,,,,
,,,,Kohl P.(27169620500),,,,,
,,,,Jansen K.(33667576000),,,,,
,,,,Buder S.(35077524300),,,,,
,,,,Melillo J.M.(35213642300),,,,,
,,,,Pavlik P.(36801448300),,,,,
,,,,Mlynarczyk-Bonikowska B.(55135866900),,,,,
,,,,Igoe D.(55371076400),,,,,
,,,,Blažic T.N.(56131714900),,,,,
,,,,Majewski S.(56260256200),,,,,
,,,,Pakarna G.(56407190100),,,,,
,,,,Goubard A.(56579284000),,,,,
,,,,Díaz A.(56591517900),,,,,
,,,,Soteriou S.(56946823000),,,,,
,,,,Dudás M.(56996967500),,,,,
,,,,Tripodo F.(57190747061),,,,,
,,,,Maes V.(57190865711),,,,,
,,,,Bergheim T.(57191887309),,,,,
,,,,Maikanti-Charalambous P.(57191950410),,,,,
,,,,Benthem B.V.(57195610629),,,,,
,,,,Ndeikoundam N.(57195610990),,,,,
,,,,Viktorova J.(57195614481),,,,,
,,,,Vella F.(57195615245),,,,,
,,,,Mavcutko V.(57195616065),,,,,
,,,,Klavs I.(57200105183),,,,,
,,,,Sigmundsdóttir G.(57201609130),,,,,
,,,,Linde I.(57202109251),,,,,
,,,,Dam A.V.(57220379204),,,,,
,,,,Ingelsson M.(6602227459),,,,,
,,,,Brinkmalm G.(6602971570),,,,,
,,,,Gobom J.(6603847526),,,,,
,,,,Zetterberg H.(6701454676),,,,,
,,,,Lannfelt L.(7005352603),,,,,
,,,,Persson R.(7006516989),,,,,
,,,,Svensson J.(7103073059),,,,,
,,,,Portelius E.(12806782700),,,,,
,,,,Johansson P.(36573616800),,,,,
,,,,Pannee J.(36574061600),,,,,
,,,,Westerlund A.(56176961600),,,,,
,,,,Törnqvist U.(56178271500),,,,,
,,,,Blennow K.(56415176000),,,,,
,,,,Upchurch P.(6701733955),,,,,
,,,,Barrett P.(7202120420),,,,,
,,,,Andres B.(14044612000),,,,,
,,,,Butler R.(35236406100),,,,,
,,,,Daw N.(7005134854),,,,,
,,,,Fleming S.(35068005100),,,,,
,,,,Frahnert S.(6505847612),,,,,
,,,,Woog F.(6507679114),,,,,
,,,,Movalli P.(6508096009),,,,,
,,,,Vrezec A.(6508239726),,,,,
,,,,Martínez-López E.(6602169866),,,,,
,,,,Cincinelli A.(6602476805),,,,,
,,,,Wernham C.(6602682900),,,,,
,,,,Kubin E.(6603027327),,,,,
,,,,Pauwels O.(6603699658),,,,,
,,,,Valkama J.(6603808209),,,,,
,,,,Slobodnik J.(6701630059),,,,,
,,,,Krone O.(6701717105),,,,,
,,,,Thomaidis N.(6701846377),,,,,
,,,,Grotti M.(7004188922),,,,,
,,,,Pavia M.(7005098719),,,,,
,,,,Eens M.(7006388652),,,,,
,,,,Shore R.F.(7102001913),,,,,
,,,,Dietz R.(7203003549),,,,,
,,,,Pereira M.G.(7401842714),,,,,
,,,,Duke G.(8731231500),,,,,
,,,,Sonne C.(8759440300),,,,,
,,,,Hosner P.(8888531200),,,,,
,,,,Jaspers V.L.B.(9846379200),,,,,
,,,,Choresh Y.(10044616400),,,,,
,,,,Martellini T.(10140032000),,,,,
,,,,Töpfer T.(12799346400),,,,,
,,,,Gómez-Ramírez P.(14831482000),,,,,
,,,,Koschorreck J.(15747577900),,,,,
,,,,Lourenco R.(16304232100),,,,,
,,,,Vangeluwe D.(16745291100),,,,,
,,,,Knopf B.(23488757700),,,,,
,,,,Bond A.L.(23567434000),,,,,
,,,,Boano G.(23972416700),,,,,
,,,,Dekker R.(24460524100),,,,,
,,,,Osborn D.(25226008100),,,,,
,,,,Eulaers I.(35075933900),,,,,
,,,,Rüdel H.(35849495200),,,,,
,,,,Espín S.(37018199300),,,,,
,,,,Biesmeijer K.(55173916900),,,,,
,,,,Mateo R.(55572319600),,,,,
,,,,Danielsson S.(55589393000),,,,,
,,,,Johansson U.(55665535400),,,,,
,,,,van der Mije S.(55940686500),,,,,
,,,,Nika M.C.(56194848000),,,,,
,,,,Dias A.(56237501500),,,,,
,,,,Sanchez-Virosta P.(56497948500),,,,,
,,,,Kamminga P.(56601390100),,,,,
,,,,Treu G.(57119696600),,,,,
,,,,Barbagli F.(57188872727),,,,,
,,,,Glowacka N.(57201469085),,,,,
,,,,Väinölä R.(57202734433),,,,,
,,,,García-Fernández A.(57203596556),,,,,
,,,,Badry A.(57208484866),,,,,
,,,,Nikolopoulou V.(57209534117),,,,,
,,,,Christensen J.B.(57209534342),,,,,
,,,,Gkotsis G.(57209537688),,,,,
,,,,Warren B.H.(57209538608),,,,,
,,,,Fuiz T.I.(57209539656),,,,,
,,,,Ramello G.(57209539836),,,,,
,,,,LoBrutto S.(57209541749),,,,,
,,,,Guiraud M.(57217526466),,,,,
,,,,Alygizakis N.(57221556449),,,,,
,,,,Griffiths H.(7202821654),,,,,
,,,,Masouros C.(23009493900),,,,,
,,,,Liu F.(57211818673),,,,,
,,,,Langdon W.B.(8724450500),,,,,
,,,,Gegg M.(6602262734),,,,,
,,,,Schapira A.(7102634392),,,,,
,,,,Puthucheary Z.(6508205361),,,,,
,,,,Wischmeyer P.E.(6603692931),,,,,
,,,,Butz D.(8882166000),,,,,
,,,,Grocott M.P.W.(55348894800),,,,,
,,,,Millán I.S.(56508084600),,,,,
,,,,Weesie J.(6506686321),,,,,
,,,,Aksoy O.(35101337800),,,,,
,,,,Igliè A.(6505537673),,,,,
,,,,Patra H.(14067825400),,,,,
,,,,Turner A.(35563169900),,,,,
,,,,Jangamreddy J.(36082582000),,,,,
,,,,Pazoki M.(52364747000),,,,,
,,,,Imani R.(55509216700),,,,,
,,,,Tiwari A.(55568510565),,,,,
,,,,Laurillard D.(6602915354),,,,,
,,,,Batterham R.L.(7004418512),,,,,
,,,,Pucci A.(37102604700),,,,,
,,,,Manning S.(55815739900),,,,,
,,,,Mottrie A.(6602157982),,,,,
,,,,Montgomery O.(6602869533),,,,,
,,,,Pusic M.(6603265700),,,,,
,,,,Casali G.(7003563915),,,,,
,,,,Feins R.(7003939951),,,,,
,,,,Pratschke J.(7004402904),,,,,
,,,,Baste J.M.(7005817443),,,,,
,,,,Ericsson A.(7006566002),,,,,
,,,,Satava R.M.(7006711764),,,,,
,,,,Martino M.(7101793248),,,,,
,,,,Gallagher A.(7101915089),,,,,
,,,,Dunning J.(7102444126),,,,,
,,,,Bergamaschi R.(7102551949),,,,,
,,,,Collins J.W.(7404950765),,,,,
,,,,Stefanidis D.(8543232800),,,,,
,,,,Cecil T.(8638349200),,,,,
,,,,Pugh C.(8833944500),,,,,
,,,,Earle D.(11440989500),,,,,
,,,,Hung A.(16835305000),,,,,
,,,,Ghazi A.(26658992700),,,,,
,,,,Wiklund P.(35303958500),,,,,
,,,,Levy J.(55270670200),,,,,
,,,,Coleman M.(56343201000),,,,,
,,,,Gomez M.(57205452868),,,,,
,,,,Friedman E.(57205453582),,,,,
,,,,Arnold A.(57205456340),,,,,
,,,,Vaz C.(57205458258),,,,,
,,,,Ahmed K.(57210723593),,,,,
,,,,Raisman G.(7005928167),,,,,
,,,,Khaw P.T.(7006578947),,,,,
,,,,Yin Z.(7401499977),,,,,
,,,,Li D.(27168216000),,,,,
,,,,Huo S.(37063296200),,,,,
,,,,Dai C.(55166338200),,,,,
,,,,Dai J.(55247247000),,,,,
,,,,Li Y.(56021308100),,,,,
,,,,Collins A.(56389180500),,,,,
,,,,Xie J.(57206674661),,,,,
,,,,Sevick M.(7003777614),,,,,
,,,,Jean-Louis G.(35579690100),,,,,
,,,,Newsome V.(53869305700),,,,,
,,,,Ogedegbe C.(55515873900),,,,,
,,,,Williams O.(55861559400),,,,,
,,,,Seixas A.(56567942200),,,,,
,,,,Rosenthal D.(57189888226),,,,,
,,,,Ravenell J.(57191166308),,,,,
,,,,van Roon W.(6506084631),,,,,
,,,,Brouwer N.(6701461682),,,,,
,,,,den Dunnen W.(6701527724),,,,,
,,,,Hol E.(7004508874),,,,,
,,,,Boddeke H.(7005050090),,,,,
,,,,Smith D.(7410356859),,,,,
,,,,Schut M.(26654517900),,,,,
,,,,Bates G.(35380748900),,,,,
,,,,Jansen A.(55951390700),,,,,
,,,,Kamphuis W.(56265324700),,,,,
,,,,Grit C.(56350735500),,,,,
,,,,van Hal M.(57191156889),,,,,
,,,,Meier R.(57191158731),,,,,
,,,,de Ruiter A.(57191164600),,,,,
,,,,op den Kelder I.(57191165649),,,,,
,,,,Reits E.(57208122459),,,,,
,,,,Macbeth F.(7006364374),,,,,
,,,,Russell C.(7401530539),,,,,
,,,,Williams N.(7402771456),,,,,
,,,,Mokhles S.(56222693900),,,,,
,,,,Cardillo G.(57218925911),,,,,
,,,,Manthorpe J.(7006601649),,,,,
,,,,Iliffe S.(23050302300),,,,,
,,,,Moriarty J.(56268087800),,,,,
,,,,Harris J.(56823744200),,,,,
,,,,Stevens M.(57202192581),,,,,
,,,,Ono T.(7403947363),,,,,
,,,,Han J.Y.(7406440402),,,,,
,,,,Lee H.J.(55762558500),,,,,
,,,,Hwang Y.S.(55918548500),,,,,
,,,,Yang S.Y.(56484822300),,,,,
,,,,Park Y.H.(56484866100),,,,,
,,,,Lee H.C.(57207324937),,,,,
,,,,Marchesi J.R.(6603756922),,,,,
,,,,Holmes E.(7201667063),,,,,
,,,,Bennett P.R.(7402760935),,,,,
,,,,MacIntyre D.A.(11739957000),,,,,
,,,,Lee Y.S.(15034496500),,,,,
,,,,Teoh T.G.(35511924900),,,,,
,,,,Nicholson J.K.(36037157800),,,,,
,,,,Cacciatore S.(42060955100),,,,,
,,,,Kindinger L.M.(55029191300),,,,,
,,,,Smith A.(55619313703),,,,,
,,,,Wirrell E.C.(6603731456),,,,,
,,,,Privitera M.(7005855241),,,,,
,,,,Zuberi S.M.(7005936517),,,,,
,,,,Devinsky O.(7102688352),,,,,
,,,,Greenwood S.M.(8202017600),,,,,
,,,,Villanueva V.(8589497100),,,,,
,,,,Patel A.D.(55449651100),,,,,
,,,,Cross J.H.(56347087500),,,,,
,,,,Roberts C.(57200550545),,,,,
,,,,Checketts D.(57202154008),,,,,
,,,,VanLandingham K.E.(57217866428),,,,,
,,,,Rombouts K.(6603058561),,,,,
,,,,Pinzani M.(7005412715),,,,,
,,,,Rosselli M.(7005631152),,,,,
,,,,Tsochatzis E.A.(16023392700),,,,,
,,,,Roccarina D.(22958739600),,,,,
,,,,Luong T.V.(54916621100),,,,,
,,,,Thorburn D.(55217322300),,,,,
,,,,Böttcher K.(57194495870),,,,,
,,,,Saffioti F.(57202711839),,,,,
,,,,Hall A.(57220873579),,,,,
,,,,Francis B.(7102276052),,,,,
,,,,Archer L.(7103359770),,,,,
,,,,Mau A.(35325212300),,,,,
,,,,Gatehouse P.(7003278320),,,,,
,,,,Pennell D.J.(7103221771),,,,,
,,,,Arai A.E.(7103347595),,,,,
,,,,Moon J.C.(7403231345),,,,,
,,,,Spottiswoode B.S.(15053644600),,,,,
,,,,Treibel T.A.(15754511800),,,,,
,,,,Mancini C.(16305132900),,,,,
,,,,Bandettini W.P.(25621227200),,,,,
,,,,Hansen M.S.(35562748700),,,,,
,,,,Xue H.(52365249300),,,,,
,,,,McGill L.A.(55534321200),,,,,
,,,,Abdel-Gadir A.(56528300800),,,,,
,,,,Sandino C.M.(57212022397),,,,,
,,,,Bentley P.(24466639300),,,,,
,,,,Lim S.(27169737500),,,,,
,,,,Ishikawa F.(33367760100),,,,,
,,,,Fukuma T.(7006634114),,,,,
,,,,Shluger A.L.(7007118546),,,,,
,,,,Watkins M.(7202553462),,,,,
,,,,Miyazawa K.(56533237000),,,,,
,,,,Kurtz N.(24401540200),,,,,
,,,,Pachnicke S.(6602650040),,,,,
,,,,Killey R.(7003479201),,,,,
,,,,Bayvel P.(7005053644),,,,,
,,,,Thomsen B.(7006614570),,,,,
