AI and Machine Learning,Bioinformatics,Cybersecurity,Data Sciences,Software Engineering,Robotics,Synthetic Biology,Pharmacology and pharmaceuticals,Tissue Engineering,Regenerative Medicine
,Pronk A. (56238791500),,,Dhar S. (57201078154),Amare A.T. (57202220009),,,,Graetz N. (56276346000)
,Fernandez B.A.J.S. (56245987200),,,Reddan J. (57201078177),Yimer E.M. (57202256312),,,,Alegretti M.A. (56276408300)
,Bultas J. (56262800400),,,Orefo C. (57201078187),Krishan K. (57202279708),,,,Leung R. (56276497100)
,Shirai T. (56264883800),,,Sutton P. (57201078199),Yearwood J.A. (57202282849),,,,Albittar M.I. (56276571900)
,Raczak G. (56265463300),,,Rodgers A. (57201078275),Ghadimi R. (57202290802),,,,Hosgood H.D. (56353204400)
,Chokr M.O. (56266615100),,,Jones V. (57201078321),Bernstein R.S. (57202290926),,,,Shepard D.S. (56425525300)
,Li J. (56271057700),,,Ng K.X. (57201078377),Das Gupta R. (57202347307),,,,Remuzzi G. (56466188600)
,Gunaparn S. (56278345900),,,Newton S. (57201078416),Sutradhar I. (57202349742),,,,Perico N. (56481931200)
,Garcia J. (56288478100),,,Couser M. (57201078477),Anber N.H. (57202351369),,,,Pearce N. (56491440700)
,Pearce Y.O. (56320192100),,,Finlay S. (57201078547),Silpakit N. (57202401404),,,,Wong J.Q. (56491997300)
,Ruiz R.O. (56343977300),,,Waugh D. (57201078548),Mahesh P.A. (57202421244),,,,Liang X. (56509767200)
,Sun Y.H. (56383491200),,,Bagnall M.C. (57201078567),Feigl A.B. (57202461042),,,,Adou A.K. (56531895000)
,Ortiz A. (56385002900),,,Morell J. (57201078605),Pervaiz A. (57202521714),,,,Joseph J. (56541885500)
,Matthews J. (56392139500),,,Tandy J. (57201078630),Butt Z.A. (57202522739),,,,Moyer M. (56541887000)
,Sayin B.Y. (56394328100),,,Kelavkar S. (57201078631),Tavakkoli M. (57202524239),,,,Aziz M.I.A. (56541887100)
,Kumagai K. (56402589500),,,Butler A. (57201078651),Norrving B. (57202553568),,,,De La Vega S.F. (56541890300)
,Kakkar A.K. (56402821900),,,Wiltshire A. (57201078652),Meretoja T.J. (57202554188),,,,Temesgen A.M. (56541894900)
,Sydó N. (56403186300),,,Thompson T. (57201078700),Ota E. (57202554474),,,,Satpathy M. (56541895200)
,Rey A.M. (56404073400),,,Kullane S. (57201078719),Davitoiu D.V. (57202555163),,,,Garcia-Guerra F.A. (56641898300)
,González M.B. (56422945400),,,Jeyaraj M.N. (57201078722),Htet A.S. (57202555179),,,,Lan Q. (56682598900)
,Johnson K. (56428293400),,,Howaniec L. (57201078764),Karema C. (57202557522),,,,Narayan K.M.V. (56726795700)
,Zaidi S.M.A. (56450174500),,,Qureshi S. (57201078838),Fereshtehnejad S.M. (57202557525),,,,Mozaffarian D. (56751007100)
,Howard M. (56457466800),,,Bhargava M. (57201078881),Mehndiratta M.M. (57202557864),,,,Hay R.J. (56785229200)
,Mayer P. (56467726900),,,Ngwako M. (57201078888),James S.L. (57202557998),,,,Masci J.R. (56787746300)
,Cho J.G. (56484958200),,,Burger I. (57201078895),Larson H.J. (57202559142),,,,Venketasubramanian N. (56804702100)
,Ishizawa M. (56496545100),,,brezitski M. (57201078913),McGrath J.J. (57202560550),,,,Wong H. (56809533300)
,Siriwattana K. (56499207500),,,Sharpe S. (57201078923),Newton C.R.J. (57202560931),,,,Thomas E. (56809533800)
,Mazur M. (56501431500),,,Stephanie M. (57201078942),Naheed A. (57202560989),,,,Alam S.S. (56809534300)
,Schmidt K. (56506162600),,,Procter M.S. (57201078945),Akinyemiju T. (57202561503),,,,Kim K.Y. (56809537500)
,Park J.H. (56520601600),,,Choy L. (57201078951),Bora Basara B. (57202561940),,,,Speyer P. (56809541200)
,Said A. (56532326100),,,Nisar N. (57201078959),Kassebaum N.J. (57202562224),,,,Stork E. (56809542900)
,Rzyczkowska B. (56544663600),,,Mcauley S. (57201079008),Karch A. (57202562840),,,,Stoeckl H. (56809543900)
,Bartes A. (56548823800),,,Kumar B. (57201079053),Phillips M.R. (57202563610),,,,Ksoreide K. (56809546300)
,Kulkarni G. (56572216900),,,Sarah P. (57201079134),Satpathy M. (57202563691),,,,Laurie E. (56809547400)
,Shah D. (56581137000),,,Hays C. (57201079153),Sobaih B.H. (57202564080),,,,Hornberger J.C. (56825487700)
,MacKenzie M. (56603771500),,,Nyabadza M.S. (57201079203),Dayama A. (57202564137),,,,Apfel H. (56843487800)
,Falchetto E.B. (56610398700),,,Simon R. (57201079207),Skirbekk V. (57202564482),,,,Popova S. (56848085800)
,Libis R. (56612375500),,,Temple M.N. (57201079208),Gebre T. (57202565005),,,,Piel F.B. (56866735900)
,Stopyra-Poczatek M. (56618583500),,,Lawrence T. (57201079389),Gebremedhin A.T. (57202566187),,,,Caicedo A.J.P. (56926913900)
,Germini F. (56624331200),,,Crown R. (57201079418),Gakidou E. (57202567277),,,,Jiang G. (56984997300)
,Baglioni G. (56624392100),,,McArdle D. (57201079476),Chang J.C. (57202568248),,,,Des Jarlais D.C. (56990451200)
,Rose J. (56625469800),,,Roughan C. (57201079504),Heydarpour P. (57202568884),,,,Scott J.G. (57037517900)
,Vydt T. (56628667800),,,Varquez R. (57201079575),Kravchenko M.A. (57202569007),,,,Zhou M. (57054557200)
,Ruszkowski P. (56631939000),,,Mead D. (57201079584),Sanchez-NiÃ±o M.D. (57202569015),,,,Mori R. (57072757600)
,Gjertsen E. (56632000500),,,Milligan J. (57201079599),Hoek H.W. (57202570421),,,,Richardson L. (57109889900)
,Felekoglu M.A. (56644874800),,,Anwar I. (57201079605),Haagsma J.A. (57202571125),,,,Li B. (57110944700)
,Gómez M.L. (56660225600),,,Walters A. (57201079607),Alene K.A. (57202583764),,,,Odell S. (57163160600)
,Ferrini P.M. (56662292000),,,Dunne M.K. (57201079609),Dorsey E.R. (57202594230),,,,Karthikeyan G. (57188672173)
,Mohamed R. (56684453700),,,Hughes C. (57201138655),Crump J.A. (57202595111),,,,Lind M. (57189271761)
,Baron R.T. (56686626000),,,O'Brien R. (57201532875),Bhatia E. (57202595439),,,,Lalloo R. (57189334553)
,Lajkowski Z. (56695323300),,,Werring D. (57201543279),Doyle K.E. (57202617537),,,,Heydarpour P. (57189359029)
,Lopez C.M.D. (56714726100),,,Young A. (57201612243),Aghayan S.A. (57202646096),,,,Bukhman G. (57189462853)
,Hamaoka M. (56724049100),,,Sudlow C. (57201805681),Abrham A.R. (57202704637),,,,Vasankari T.J. (57189653936)
,Liu Y.Y. (56734128000),,,Yadava R. (57201841848),Ikeda C.T. (57202720108),,,,Ortblad K. (57190076688)
,Ueyama Y. (56735824500),,,Lee S. (57202327773),Wolfe C.D.A. (57202754705),,,,Perez-Ruiz F.P. (57190090281)
,Gallagher A. (56740230000),,,Webber A. (57202409229),Altirkawi K. (57202762923),,,,Jassal S.K. (57190118903)
,Kasala L. (56755462800),,,Cox C. (57202569157),Hamadeh R.R. (57202769526),,,,Traebert J. (57190586198)
,Ciliberti G. (56769862000),,,Maguire S. (57202598314),Misganaw A.T. (57202808713),,,,Higashi H. (57190802917)
,Li W.H. (56770288200),,,Wilson D. (57202955229),Truelsen T.C. (57202824565),,,,Stewart A. (57191616973)
,Wong T. (56804219800),,,MacLeod M.J. (57203049179),Ukwaja K.N. (57202824584),,,,Charlson F. (57191632086)
,Ikeda K. (56861567300),,,Taylor V. (57203050669),Ye P. (57202839295),,,,Nisar M.I. (57191774461)
,Jerzewski A. (56866152100),,,Clarke N. (57203103791),Agrawal S. (57202841733),,,,Bell B. (57191846370)
,Kania G. (56872732600),,,Bruce D. (57203162351),Martinez-Raga J. (57202861191),,,,Dessalegn M. (57192148714)
,Babyesiza A. (56901325000),,,Brown P. (57203239826),Shaheen A.A. (57202954176),,,,Ginawi I.A. (57192378390)
,Blumberg E. (56906052800),,,Aweid B. (57203507418),Thankappan K.R. (57202955435),,,,Lortet-Tieulent J. (57192408493)
,Canosa R. (56906093500),,,Krishnan K. (57203921938),Shackelford K.A. (57202959163),,,,Bertozzi-Villa A. (57192900191)
,Fernández C.A.A. (56915247800),,,Patterson C. (57204345292),Kebede S. (57202971173),,,,Knudsen A.K. (57192966362)
,Franklin S. (56915350300),,,Ghaly G. (57204987135),Belay Y.A. (57202972558),,,,Barker-Collo S.L. (57193065514)
,Brauer G. (56915416200),,,Wilkinson M. (57205491909),Zadnik V. (57202975428),,,,Pope C.A. (57193089483)
,Reimer D. (56915483600),,,Anjum T. (57205493748),Irvani S.S.N. (57202975543),,,,Gosselin R.A. (57193194468)
,Wakeling J. (56915510500),,,Thompson P. (57205494298),Salama J.S. (57202975625),,,,Ameli O. (57193900801)
,Willcock W. (56916062200),,,Board J. (57205495946),Chiang P.P.C. (57202997507),,,,Amini H. (57193902163)
,Costamagna O.J.A. (56933803600),,,Jones T. (57205523603),Beyranvand T. (57203000763),,,,Deribe K. (57193912587)
,Reichert P. (56938225100),,,Jordan C. (57205778922),Latifi A. (57203006419),,,,Briggs A.D.M. (57193915655)
,Garda R. (56962866300),,,Graham C. (57205784643),Dandona R. (57203043697),,,,Cooperrider K. (57194050734)
,Ledure S. (56971623800),,,Smith W. (57205985521),Usman M.S. (57203046075),,,,Topouzis F. (57194262710)
,Yang Y.J. (56991736700),,,Barber M. (57206030287),Shi P. (57203064901),,,,Hamavid H. (57194279323)
,Wrobel M. (56992598800),,,Rana P. (57206158056),Zeeb H. (57203073012),,,,Thorne-Lyman A.L. (57194437700)
,Beltra C. (56999117300),,,Hunt B. (57206386305),Olagunju T.O. (57203076824),,,,Lansingh V.C. (57194598546)
,Cymerman K. (56999132100),,,Foster E. (57206428294),Tripathi S. (57203077280),,,,Bernabe E. (57194696150)
,Liu B. (57000986200),,,Jones I. (57206441251),Olusanya J.O. (57203080513),,,,Norman R.E. (57194839077)
,Yoshida K. (57030994200),,,Datta P. (57206497453),Shaikh M.A. (57203122601),,,,Alhabib S. (57194933167)
,Garcia M.R. (57031043600),,,Green C. (57206871848),Jahanmehr N. (57203122718),,,,Farzadfar F. (57195049611)
,Kayani G. (57032705900),,,Ashton A. (57206936864),Thomas L.A. (57203141909),,,,Bekele T. (57195086149)
,Kim C.J. (57033037200),,,Guo F. (57206992480),Saxena S. (57203151746),,,,Soshnikov S.S. (57195195606)
,Takahashi S. (57037506100),,,Khan M. (57207217868),Keiyoro P.N. (57203177260),,,,Benzian H. (57195256480)
,Olszewski M. (57072945300),,,Horan K. (57207506992),Frank T.D. (57203197110),,,,Biryukov S. (57195296731)
,Lemaire N. (57078811800),,,Albazzaz M. (57207699448),Reiner R.C. (57203229088),,,,Ferrari A.J. (57195348907)
,Rao M. (57125304700),,,Mcgee J. (57207704282),Mazidi M. (57203231746),,,,Sigfusdottir I.D. (57195363778)
,Moiseeva Y. (57147894600),,,Hogan C. (57207706740),Belay S.A. (57203298880),,,,Woldeyohannes S.M. (57195461619)
,Andersson L. (57182767300),,,Harrison T. (57207720669),Davis Weaver N. (57203300193),,,,Stathopoulou V.K. (57195644148)
,Henriksson K. (57185248100),,,Stephens C. (57207727932),Daba A.K. (57203300408),,,,Dicker D. (57196026676)
,Moretti L. (57188567972),,,Herman J. (57207738248),Kemp G.R. (57203301895),,,,Lee J.T. (57196083400)
,Rungaramsin S. (57188690720),,,Connor L. (57207746820),Khoja A.T. (57203306097),,,,Lai T. (57196395162)
,Fearon A. (57188765917),,,O'Connell S. (57207782912),Asfaw E.T. (57203306449),,,,Ali R. (57196506541)
,Abe Y. (57189299247),,,Wallace R. (57208230683),Jain R. (57203306635),,,,Roca A. (57196524394)
,Van Eickels M. (57189591468),,,Khan U. (57208344598),Ayuk T.B. (57203307639),,,,Wan X. (57197110584)
,Parkhomenko A. (57189647289),,,Glover R. (57208434002),Weldegwergs K.G. (57203308107),,,,Leasher J.L. (57197789738)
,Pajuelo C.G. (57189692323),,,O'Brien E. (57208467444),Khater M.M. (57203308114),,,,Santos I.S. (57198312911)
,Chieza F. (57189696035),,,Wilson S. (57208651939),Jha R.P. (57203308430),,,,Liang J. (57198351058)
,Staniszewska E. (57189891917),,,Charles B. (57209035689),Patle A. (57203309187),,,,Al Khabouri M.J. (57199096118)
,Kamalov G. (57189998201),,,Byrne A. (57209097638),Meles K.G. (57203334015),,,,Steckling N. (57199195462)
,Feng S. (57190066841),,,Smith A. (57209188733),Campos-Nonato I.R. (57203424784),,,,Kulkarni V.S. (57200084922)
,Schulze J. (57190123363),,,Roberts J. (57209254763),Mohammadnia-Afrouzi M. (57203524570),,,,Riederer A.M. (57200113062)
,Lay M. (57190173120),,,Balazikova M.O. (57209360557),Xu G. (57203583113),,,,Opio J.N. (57200124403)
,Lopez M. (57190247386),,,Wilson D. (57209601754),Mereta S.T. (57203628211),,,,Gutierrez R.A. (57200298415)
,Louw R. (57190272165),,,Ellis S. (57209614251),Parisi A. (57203642960),,,,Uzun S.B. (57200327315)
,Mueller T. (57190293779),,,Dennis M. (57209868652),Bhatt S. (57203665130),,,,Pereira D.M. (57200690024)
,Kim D.H. (57190406568),,,Jones H.T. (57209868683),Haj-Mirzaian A. (57203665930),,,,Shiri R. (57200737050)
,Jerabek O. (57190526256),,,Bell M. (57212816519),El Sayed Zaki M. (57203666922),,,,Marzan M.B. (57200737144)
,Frommhold R. (57190532548),,,Whiteley W. (57212858410),Roba K.T. (57203667432),,,,Atkinson C. (57200782428)
,Jacobs M. (57190618824),,,Hall A. (57213019283),Ahmadieh H. (57203677679),,,,Giussani G. (57200843076)
,Pongmorakot K. (57190690000),,,Dunn M.L. (57213096468),Mokdad A.H. (57203677904),,,,Riccio P.M. (57201126231)
,Berli M. (57190745868),,,Kelly J. (57213101376),Feigin V.L. (57203677957),,,,Rakovac I. (57201180617)
,Kropp M. (57190745876),,,Naing Z. (57213312801),Asgedom S.W. (57203681037),,,,Stanaway J.D. (57201210928)
,Pillay T. (57190745882),,,Richards E. (57213401416),Alam K. (57203681299),,,,Assadi R. (57201282579)
,Yamaura M. (57190745890),,,Treadwell S. (57213454106),Yakob B. (57203811497),,,,Schneider I.J.C. (57201292772)
,Palamarchuk O. (57190745892),,,Hussain M. (57213573133),Safdarian M. (57203849024),,,,Saha S. (57201341251)
,Caporale M. (57190745980),,,Jones R. (57213783621),Aryal K.K. (57203859052),,,,Gankpe F.G. (57201341525)
,Moncada C. (57190745981),,,Gray J. (57213882029),Thakur J.S. (57204002123),,,,Waller S. (57201445180)
,Ganatra A. (57190745990),,,Cox C.C. (57214064055),Tehrani-Banihashemi A. (57204006020),,,,Nangia V. (57201490837)
,Gadzinski W. (57190745991),,,Fletcher J. (57214151498),Oh I.H. (57204090669),,,,Patten S.B. (57201492915)
,Szuchnik E. (57190745995),,,Njoku K. (57214321720),Nguyen M. (57204097034),,,,Dokova K. (57201523771)
,Nishida Y. (57190745999),,,Kelly C. (57214451962),Nirayo Y.L. (57204099699),,,,McLain A. (57201527305)
,Suissa A. (57190746001),,,White J. (57214453825),York H.W. (57204171585),,,,Wallin M.T. (57201573668)
,Platonov D. (57190746003),,,Bell A. (57214461188),Truong N.T. (57204178907),,,,Goginashvili K. (57201663258)
,Nishioka H. (57190746005),,,Sutton C. (57214553263),Hagos T.B. (57204236893),,,,Abdulhak A.B. (57201757922)
,Szalai G. (57190746008),,,Salek-Haddadi A. (57214571266),Safari H. (57204236925),,,,Stovner L.J. (57201788390)
,Kellner B.T. (57190746020),,,Martin M.I. (57214667820),Tekle M.G. (57204237146),,,,Bienhoff K. (57201959866)
,Thompson N. (57190746024),,,Allen C. (57214709524),Abate D. (57204237665),,,,Sanchez-Riera L. (57201961202)
,Hiramitsu S. (57190746028),,,Ahmad N. (57214790104),Hoogar P. (57204240256),,,,Murdoch M.E. (57202097865)
,Kowalczyk H.K. (57190746037),,,Kumar P. (57214807858),Mini G.K. (57204243495),,,,Khonelidze I. (57202287317)
,Begum H. (57190746039),,,Sultan S. (57215018366),Dasa T.T. (57204268402),,,,Pedraza L.S. (57202372021)
,Marinho M.C. (57190746040),,,Haque M. (57215044694),Moazen B. (57204324006),,,,Agardh E.E. (57202373873)
,Nawar M. (57190746050),,,Kerr G. (57215094100),Savic M. (57204524150),,,,Mukaigawara M. (57202400916)
,Fielder D. (57190746071),,,Shekhar R. (57215461496),Shamsi M. (57204557980),,,,Gouda H.N. (57202432343)
,Hoshiai M. (57190746079),,,Nair A. (57215633692),Tekalign T.G. (57204558037),,,,Pervaiz A. (57202521714)
,Beutels M. (57190746082),,,Jones K. (57217428209),Ebrahimpour S. (57204558416),,,,Tavakkoli M. (57202524239)
,Otaki E. (57190746084),,,Chatterjee K. (57217691976),Bertolacci G.J. (57204558417),,,,Looker K.J. (57202553673)
,Domanska E. (57190746090),,,Patel K. (57217800264),Maghavani D.P. (57204558721),,,,Catala-Lopez F. (57202553733)
,Page M. (57190746092),,,Blair C. (57218928910),Animut M.D. (57204558749),,,,Hao Y. (57202554333)
,Di Paola L.A. (57190746103),,,Thomas S. (57220643891),Cunningham M. (57204558787),,,,Van De Vijver S. (57202554753)
,Rodrigo C. (57190746113),,,Doherty M. (57220647674),Meles H.G. (57204559084),,,,Davitoiu D.V. (57202555163)
,Bonner M. (57190746114),,,Thomas P. (57220763569),Zeleke M.M. (57204559292),,,,Weichenthal S. (57202555239)
,Wierzbicka A. (57190746117),,,Jackson B. (57220911631),Tassew A.A. (57204559404),,,,Bhalla A. (57202555305)
,Michel H. (57190746133),,,Brown S. (57221002524),Temsah O. (57204559820),,,,Wurtz B. (57202555477)
,Mavhusa L. (57190746139),,,Shukla A. (57221010146),Degefa M.G. (57204559873),,,,Fereshtehnejad S.M. (57202557525)
,Kizim S. (57190746150),,,Licenik R. (57221142504),Lebedev G. (57204560431),,,,Alemu Z.A. (57202557784)
,Mospan M. (57190746156),,,Folland J.P. (6603297184),Adib M.G. (57204560513),,,,Mehndiratta M.M. (57202557864)
,Makdad M. (57190746158),,,Hannah R. (45661310800),Duken E.E. (57204560558),,,,Larson H. (57202559142)
,Khunrong P. (57190746161),,,Smith F. (57203583661),Hussen M.M. (57204560561),,,,Baxter A. (57202559592)
,Gorshkova T. (57190746162),,,J. Hawkes S. (7005237779),Singam N.S.V. (57204560563),,,,Lawrynowicz A.E.B. (57202559908)
,Kanakaridisz N. (57190746163),,,B. Gamlin J. (57195444351),Srivastava R.K. (57204560610),,,,Barber R.M. (57202560423)
,Moriai O. (57190746176),,,Lannin N.A. (6602527646),Morgado-Da-costa J. (57204560697),,,,Ohno S.L. (57202560451)
,Ostrowska-Pomian B. (57190746187),,,Brodtmann A. (6603660300),Otstavnov S.S. (57204561394),,,,Prasad N.M. (57202560478)
,St Joseph V. (57190746201),,,Thijs V. (6701393042),He Y. (57204561423),,,,McGrath J.J. (57202560550)
,Hubacova V. (57190746205),,,Corbett D. (7006245388),Khalid N. (57204561542),,,,Khalifa S.E.A.H. (57202560583)
,Fujii Y. (57190746206),,,Cloud G. (7006885675),Gezae K.E. (57204561611),,,,Newton C.R. (57202560931)
,Astudillo C. (57190746210),,,Ward N.S. (7102178423),Sao Jose B.P. (57204561719),,,,Shaheen A. (57202560956)
,Carroll P. (57190746225),,,Bernhardt J. (16063082900),Belay A.G. (57204561937),,,,Naheed A. (57202560989)
,Haraguchi Y. (57190746248),,,Hayward K.S. (36600190500),Nixon M.R. (57204562047),,,,Achoki T. (57202561099)
,Bockova L. (57190746255),,,Churilov L. (55760633900),Tsadik A.G. (57204562442),,,,Aasvang G.M. (57202561128)
,Alaguibe E.D. (57190746256),,,Kramer S.F. (55779095700),Anjomshoa M. (57204563282),,,,Sandar L. (57202561352)
,Shinohara H. (57190746260),,,Ratcliffe J. (57040653600),Accrombessi M.M.K. (57204563387),,,,MacIntyre M.F. (57202561757)
,Mark T. (57190746263),,,Jolliffe L. (57189978367),Ataro Z. (57204563849),,,,Blore J.D. (57202562230)
,Biedrzycki L. (57190746266),,,Kaffenberger T. (57217073062),Yeshaneh A. (57204564144),,,,Silberberg D.H. (57202563141)
,Karl S. (57190746277),,,Pendegrass C.J. (6507506415),Bali A.G. (57204564615),,,,Montico M. (57202563609)
,Bartlett M. (57190746294),,,Lambert S. (17635028100),Areri H.A. (57204564768),,,,Phillips M.R. (57202563610)
,Alvarez D. (57190746304),,,Thangarajah T. (24466832300),Yasin Y.J. (57204565144),,,,Gibney K.B. (57202564104)
,Gubanov A. (57190746335),,,Alexander S. (56010349100),Stewart L.G. (57204565284),,,,Dayama A. (57202564137)
,Kosior J. (57190746337),,,Shahbazi S. (57190303591),Sudaryanto A. (57204565305),,,,Phillips D. (57202564185)
,Wi H.K. (57190746355),,,Blunn G.W. (57206307303),Chaiah Y. (57204565480),,,,Skirbekk V. (57202564482)
,Dau H.S. (57190746357),,,Fichtenholtz H. (6506614685),Fuller J.E. (57204565664),,,,Chang J.C. (57202568248)
,Fujisawa K. (57190746368),,,Hampson M. (7003423476),Teshale M.Y. (57204566390),,,,Sabin N. (57202568454)
,Dolecka B. (57190746381),,,Krystal J.H. (7005115546),Demtsu B.B. (57204566544),,,,Heuton K.R. (57202568555)
,Phunpinyosak P. (57190746393),,,Southwick S. (7005142826),Yousefifard M. (57204566585),,,,Peterson C.B. (57202568667)
,Dshabrailov J. (57190746407),,,Roy A. (56747030900),Neamati N. (57204566952),,,,Bolliger I. (57202568683)
,Shone S. (57190746419),,,Gerin M.I. (57190135417),Tawye N.Y. (57204567080),,,,Abraham B. (57202568691)
,Swiatkowska-Byczynska L. (57190746427),,,Walsh C.J. (57190140549),Ranjan P. (57204567127),,,,Kravchenko M. (57202569007)
,Braddick M. (57190746430),,,Alexander D. (7402830661),Castro F. (57204567353),,,,Warouw T.S. (57202569029)
,Menke H. (57190746439),,,Saeed S. (7102086722),Manda A.L. (57204567674),,,,Halasa Y. (57202569911)
,Kawano S. (57190746451),,,Irving R. (17534366100),Nolutshungu N. (57204567895),,,,Hoek H.W. (57202570421)
,Bignell N. (57190746462),,,Mitchell-Innes A. (37110045800),Wondemagegn S.A. (57204567903),,,,Haagsma J. (57202571125)
,Kitazumi H. (57190746471),,,Pressler R.M. (6602252366),Sawant A.R. (57204568004),,,,Edmond K.M. (57202571133)
,Todoriuk L. (57190746486),,,Busza J. (14029766400),Er B. (57204568328),,,,Durrani A.M. (57202572082)
,Trama L. (57190746510),,,Bolton-Moore C. (22937179400),Thirunavukkarasu S. (57204568947),,,,Rahman S.U. (57202572091)
,Klein V. (57190746512),,,Fairlie L. (36995297000),Tassew S.G. (57204569108),,,,Servan-Mori E.E. (57202594826)
,Shimono H. (57190746516),,,Kelley K. (37026316900),Marina S. (57204569175),,,,Crump J.A. (57202595111)
,Murakami K. (57190746529),,,Delany-Moretlwe S. (56032229400),Lad S.D. (57204569391),,,,Wolfe C.D.A. (57202754705)
,Thatcher A. (57190746531),,,Cowan F.M. (56432392100),Appiah S.C.Y. (57204569403),,,,Hamadeh R.R. (57202769526)
,Börjesson U. (57190746547),,,Peters M.J. (7402415882),Hosseini S.M. (57204569481),,,,Buckle G.C. (57202771556)
,Proshak O. (57190746553),,,Ray S. (56801266700),Ribeiro A.L.P. (57204577960),,,,Erskine H. (57202798676)
,Lee G.H. (57190746559),,,Matettore A. (57200176570),Javanbakht M. (57204619886),,,,Ye P. (57202839295)
,Allasia B. (57190746577),,,Chawla A. (57207576190),Behzadifar M. (57204671696),,,,Soljak M. (57202841728)
,Sanghera T. (57190746586),,,Hobson-West P. (6508248482),Shrime M.G. (57204703404),,,,Shackelford K. (57202959163)
,Worthy V. (57190746593),,,Berdoy M. (6602820835),Jayaraman S. (57204716526),,,,Hansen G.M. (57202959410)
,Ko T. (57190746603),,,Wolfensohn S. (6602885035),Aleman A.V. (57204772329),,,,Vijayakumar L. (57202973343)
,Giradkar S. (57190746606),,,Cassaday H.J. (6603997447),Martins-Melo F.R. (57204796807),,,,Chiang P.P. (57202997507)
,Guanaes D. (57190746617),,,Lilley E.J. (6701712712),Jayatilleke A.U. (57204797176),,,,Paul V.K. (57203044947)
,Gombos P. (57190746625),,,Miele M. (7005573540),Ghadami M.R. (57204797800),,,,Shi P. (57203064901)
,Bindig H.W. (57190746627),,,Buller H. (7102395107),Lyons R.A. (57204851633),,,,Nash D. (57203073814)
,Vishwanathan B. (57190746634),,,Leach M.C. (7201653055),Yonemoto N. (57204947657),,,,Dingenen R.V. (57203088526)
,Kahlon R. (57190746636),,,Davies G.F. (7402854601),Temesgen H. (57205011874),,,,Melaku Y.A. (57203122720)
,van Zyl F. (57190746662),,,Scotton C.J. (8766774500),Weiderpass E. (57205018947),,,,Jensen P.N. (57203291648)
,Wojnowski L. (57190746663),,,Leonelli S. (8930372000),Shiferaw M.S. (57205232012),,,,Shinohara Y. (57203303862)
,Burns G. (57190746682),,,Greenhough B.J. (12809089600),Deiparine S. (57205252200),,,,Murthy K.S. (57203399680)
,Heo E.S. (57190746695),,,Scalway H. (14043911100),Bose D. (57205255835),,,,Campos-Nonato I.R. (57203424784)
,Hahn S. (57190746697),,,Konold T. (15069188500),Tonelli M. (57205297508),,,,Matzopoulos R.G. (57203438721)
,Yoshizawa N. (57190746711),,,Hinterberger A. (16028220500),Mohammad K.A. (57205300378),,,,Hanson S.W. (57203438734)
,Roesch H. (57190746743),,,Bellingan L.C. (16041300300),Steiner C. (57205358084),,,,Yang G. (57203587368)
,Paserchia S. (57190746755),,,Kirk R.G.W. (24603406700),Rahman M. (57205551851),,,,Campuzano J.C. (57203629478)
,Spranger K. (57190746757),,,Ramsden E. (25631514300),Khalil I.A. (57205654930),,,,Rojas-Rueda D. (57203642966)
,Brugnaux J.P. (57190746763),,,Applebee K. (35765239000),Bazargan-Hejazi S. (57205912040),,,,Zaki M.E.S. (57203666922)
,Kloosterman T. (57190746764),,,Whitfield L. (37038918500),Nguyen H.T. (57207188769),,,,Feigin V.L. (57203677957)
,Peterson J. (57190746779),,,Ormandy E.H. (54887437000),Sliwa K. (57207223988),,,,Hossain M. (57203734792)
,Machnikowska M. (57190746793),,,Nelson N.C. (55243336200),Farioli A. (57207608705),,,,Dansereau E. (57203833128)
,Munro I. (57190746794),,,Johnson A.M. (55574681900),Tyrovolas S. (57207793475),,,,Abraham J.P. (57203894879)
,Gorbunova E. (57190746803),,,Poort L. (55583612100),Tadakamadla S.K. (57207799926),,,,Oh I.H. (57204090669)
,Sathananthan S. (57190746813),,,Jayne K. (55587543100),Akseer N. (57207801968),,,,Undurraga E.A. (57204092789)
,Klata M. (57190746827),,,Pallett H. (55612835700),Ahmed M.B. (57207802317),,,,Soneji S. (57204096389)
,Kanda H. (57190746867),,,Herrmann K. (55643389300),Sharma M. (57207853507),,,,Pavlin B.I. (57204224285)
,Lomax L. (57190746870),,,Jarrett W.J. (55675888300),Paudel D. (57207871851),,,,DeVeber G.A. (57204345472)
,Hagn C. (57190746871),,,Friese C. (55862726100),Cahuana-Hurtado L. (57207890731),,,,Bicer B.K. (57204528360)
,da Silveira J.A. (57190746877),,,Pound P. (55988573300),Cortinovis M. (57207893885),,,,Shrime M.G. (57204703404)
,Taha N. (57190746884),,,Druglitrø T. (56147493400),Kabir Z. (57207901718),,,,Aleman A.V. (57204772329)
,Fooks T. (57190746885),,,Escobar M.P. (56191839500),Johnson S.C. (57207904886),,,,Rana S.M. (57204884092)
,Tripti T. (57190746886),,,McLeod C.M. (57186302000),Abate K.H. (57207943858),,,,Colquhoun S.M. (57205178937)
,Yu T. (57190746892),,,Longridge E.R. (57190376850),Das Neves J. (57208073193),,,,Bose D. (57205255835)
,Hargreaves N. (57190746904),,,Diefenbacher D. (57190380219),Yu C. (57208140344),,,,Mohammad K.A. (57205300378)
,Szalo R. (57190746905),,,Davies K. (57190380394),Ammar W. (57208159281),,,,Schoettker B. (57205355757)
